transaction_real_price,city,exclusive_use_area,total_parking_capacity_in_site,apartment_building_count_in_sites,room_count,bathroom_count,heat_type_individual
1383000000,1,122.867,2322.0,3,3.0,2.0,1
337510000,1,84.79,492.0,9,3.0,2.0,0
260000000,1,59.97,242.0,4,2.0,1.0,1
117000000,1,65.42,215.0,4,3.0,1.0,1
218000000,1,58.14,646.0,9,3.0,1.0,0
310000000,0,84.99,1066.0,4,3.0,2.0,1
190000000,1,59.88,241.0,4,2.0,1.0,1
94500000,0,84.945,100.0,2,3.0,2.0,1
430000000,1,84.993,753.0,7,3.0,2.0,1
345000000,1,84.9,209.0,2,3.0,1.0,1
448000000,1,59.43,2968.0,33,3.0,1.0,0
90000000,0,59.97,1152.0,9,2.0,1.0,1
305000000,1,39.53,325.0,8,3.0,1.0,0
84000000,0,59.97,931.0,8,2.0,1.0,1
611670000,1,126.6,1804.0,4,3.0,2.0,1
543000000,0,125.4155,4599.0,14,4.0,2.0,1
332340000,1,84.65,1571.0,16,3.0,2.0,1
414000000,0,145.918,2381.0,14,4.0,2.0,1
900000000,1,84.6099,1971.0,22,3.0,2.0,1
1000000000,1,124.66,1077.0,10,4.0,2.0,0
199500000,0,84.994,902.0,8,3.0,2.0,1
178000000,1,39.6,522.0,6,2.0,1.0,0
199000000,1,49.94,1999.0,32,2.0,1.0,0
160700000,0,76.72,865.0,9,3.0,2.0,1
408000000,0,84.6389,4599.0,14,3.0,2.0,1
370000000,1,84.97,1267.0,18,3.0,2.0,1
67000000,0,31.8492,178.0,1,1.0,1.0,1
499000000,1,84.789,411.0,6,3.0,2.0,1
285000000,1,59.25,187.0,1,3.0,1.0,1
310000000,1,84.89,247.0,2,3.0,2.0,1
350000000,1,60.03,236.0,3,2.0,1.0,1
277000000,1,59.2,1500.0,23,2.0,1.0,0
750000000,1,84.78,787.0,10,3.0,2.0,0
495000000,1,84.87,2616.0,41,3.0,2.0,0
519000000,1,84.81,253.0,5,3.0,2.0,1
69500000,0,49.73,481.0,6,2.0,1.0,0
515000000,1,84.90799999999999,2554.0,31,3.0,2.0,1
183000000,0,59.585,512.0,7,3.0,1.0,0
500000000,1,59.98,3310.0,42,3.0,2.0,0
524000000,1,84.95,389.0,4,3.0,2.0,1
