transaction_real_price,city,exclusive_use_area,floor,total_parking_capacity_in_site,total_household_count_in_sites,apartment_building_count_in_sites,supply_area,total_household_count_of_area_type,room_count,bathroom_count,heat_fuel_cogeneration,heat_fuel_gas,heat_type_central,heat_type_district,heat_type_individual,front_door_structure_corridor,front_door_structure_mixed,front_door_structure_stairway
299000000,1,57.63,7,2091.0,2282,19,80.4,488,2.0,1.0,0,1,0,0,1,1,0,0
513000000,0,131.9004,4,2733.0,1598,19,166.28,164,3.0,2.0,0,1,0,0,1,0,0,1
580000000,1,59.9382,2,1213.0,790,10,87.31,116,3.0,2.0,0,1,0,0,1,0,0,1
1068000000,1,193.03,5,588.0,588,8,210.48,1,6.0,2.0,1,0,0,1,0,0,0,1
100000000,0,84.99,4,1110.0,1206,12,104.72,547,3.0,2.0,0,1,0,0,1,0,0,1
242000000,1,49.77,7,424.0,626,9,69.75,154,2.0,1.0,1,0,0,1,0,1,0,0
474000000,1,114.93,7,517.0,499,5,144.07,7,4.0,2.0,0,1,0,0,1,0,0,1
277000000,1,67.93,5,511.0,639,5,73.42,99,2.0,1.0,0,1,1,0,0,1,0,0
400000000,1,39.53,13,325.0,1162,8,61.27,268,3.0,1.0,1,0,0,1,0,1,0,0
395000000,1,50.03,13,2968.0,3710,33,66.24,1330,2.0,1.0,0,1,1,0,0,1,0,0
130000000,0,84.97,12,516.0,1118,14,101.97,818,3.0,2.0,0,1,0,0,1,0,0,1
555000000,1,84.96700000000001,19,1275.0,896,18,114.06,466,3.0,2.0,0,1,0,0,1,0,0,1
260000000,1,49.5,14,260.0,525,4,64.28,210,2.0,1.0,1,0,0,1,0,1,0,0
227500000,0,59.9905,15,1875.0,1627,13,87.52,1,3.0,1.0,0,1,0,0,1,0,0,1
200000000,1,49.6,3,1239.0,1676,21,69.32,1166,2.0,1.0,1,0,0,1,0,1,0,0
230000000,0,84.7737,7,1858.0,1828,17,106.64,521,3.0,2.0,0,1,0,0,1,0,0,1
1580000000,1,50.38,1,2500.0,5040,124,50.38,710,2.0,1.0,0,1,0,0,1,0,0,1
290000000,1,59.76,1,560.0,1070,12,81.09,312,3.0,1.0,1,0,0,1,0,1,0,0
1700000000,1,114.7,13,4900.0,3696,46,143.14,330,4.0,2.0,1,0,0,1,0,0,0,1
412000000,1,59.26,6,877.0,895,9,79.85,315,2.0,1.0,0,1,0,0,1,1,0,0
80000000,0,49.94,9,326.0,1080,7,72.95,270,2.0,1.0,0,1,0,0,1,1,0,0
681000000,0,244.19,3,857.0,375,14,288.83,3,4.0,3.0,1,0,0,1,0,0,0,1
700000000,1,84.81,13,1767.0,1264,26,112.5,16,3.0,2.0,0,1,0,0,1,0,0,1
332510000,0,107.63,17,774.0,544,2,144.73,156,4.0,2.0,0,1,0,0,1,0,0,1
130000000,0,59.9905,25,1875.0,1627,13,87.52,498,3.0,2.0,0,1,0,0,1,0,0,1
409000000,1,84.73,6,273.0,240,3,109.62,157,3.0,2.0,0,1,0,0,1,0,0,1
345000000,1,59.76,21,392.0,392,4,89.05,168,3.0,1.0,0,1,0,0,1,1,0,0
74470000,0,59.8,8,422.0,424,4,79.5,238,3.0,1.0,0,1,0,0,1,0,0,1
465000000,1,84.95,6,193.0,177,3,105.11,144,3.0,2.0,0,1,0,0,1,0,0,1
280000000,0,126.638,11,1578.0,922,9,150.81,200,4.0,2.0,0,1,0,0,1,0,0,1
385000000,1,84.96700000000001,4,721.0,526,7,113.97,312,3.0,2.0,0,1,0,0,1,0,0,1
338000000,0,149.98,12,1263.0,916,14,184.75,188,4.0,2.0,0,1,0,0,1,0,0,1
385000000,1,84.9,5,1323.0,1114,14,110.0,54,3.0,2.0,0,1,0,0,1,0,0,1
85000000,0,59.1,5,486.0,486,4,78.2,25,3.0,1.0,0,1,0,0,1,0,0,1
275000000,1,64.55,10,290.0,290,2,78.37,88,3.0,1.0,0,1,0,0,1,0,0,1
680000000,1,66.6,11,1285.0,2550,34,89.88,959,3.0,1.0,1,0,0,1,0,1,0,0
95000000,0,84.9825,5,498.0,1153,11,101.52,748,3.0,1.0,0,1,0,0,1,0,0,1
103000000,0,60.0,12,1849.0,1691,16,80.63,252,3.0,1.0,0,1,0,0,1,0,0,1
82000000,0,75.83,7,70.0,240,2,90.54,72,3.0,1.0,0,1,0,0,1,0,0,1
340000000,1,114.84,11,648.0,791,7,141.2,112,4.0,2.0,0,1,0,0,1,0,0,1
530000000,1,84.53,1,1581.0,1421,16,107.45,172,3.0,2.0,1,0,0,1,0,0,0,1
710000000,1,82.45,1,2100.0,2100,21,108.43,672,3.0,2.0,1,0,0,1,0,1,0,0
244000000,0,84.93,16,665.0,662,11,103.62,138,3.0,2.0,1,0,0,1,0,0,0,1
240000000,1,59.85,11,128.0,346,5,80.99,176,3.0,1.0,0,1,0,0,1,0,0,1
325000000,1,45.9,3,4471.0,2634,21,60.78,420,2.0,1.0,1,0,0,1,0,1,0,0
309000000,0,101.96,7,1551.0,1124,21,129.74,168,3.0,2.0,0,1,0,0,1,0,0,1
570000000,1,132.96,18,4932.0,4509,31,164.28,1008,4.0,2.0,0,1,1,0,0,0,0,1
843000000,1,84.5978,20,4580.0,3885,51,112.7,501,3.0,2.0,0,1,0,0,1,0,0,1
378000000,1,59.89,13,748.0,719,9,81.42,74,3.0,1.0,0,1,0,0,1,1,0,0
134000000,1,59.77,6,610.0,532,6,77.64,174,3.0,1.0,0,1,0,0,1,1,0,0
173000000,0,59.9645,4,712.0,705,7,81.16,254,3.0,2.0,0,1,0,0,1,0,0,1
450000000,1,108.08,2,981.0,1550,12,131.01,120,3.0,2.0,1,0,0,1,0,0,0,1
640000000,1,118.25,11,1710.0,855,6,136.64,90,0.0,0.0,0,1,1,0,0,0,0,1
108000000,0,79.8,5,2169.0,2181,15,100.11,125,3.0,1.0,0,1,1,0,0,1,0,0
243000000,1,47.81,6,632.0,573,4,67.48,18,2.0,1.0,0,1,0,0,1,1,0,0
175000000,0,72.0,23,294.0,445,3,91.44,100,3.0,1.0,0,1,0,0,1,0,0,1
450000000,1,59.7,18,1204.0,712,12,77.28,125,3.0,1.0,0,1,0,0,1,0,0,1
215000000,0,104.76,19,284.0,297,1,134.7,27,3.0,2.0,0,1,0,0,1,1,0,0
375000000,1,59.94,18,1974.0,1458,15,81.58,420,3.0,1.0,0,1,0,0,1,0,0,1
470000000,1,84.97,6,2088.0,1634,28,112.04,893,3.0,2.0,0,1,0,0,1,0,0,1
642500000,0,89.49600000000002,45,3728.0,1631,3,133.45,1,3.0,2.0,0,1,0,0,1,0,0,1
870000000,1,131.06,15,1920.0,960,13,150.8,120,4.0,2.0,0,1,1,0,0,0,0,1
425000000,1,114.84,2,117.0,100,1,141.12,32,4.0,2.0,0,1,0,0,1,0,0,1
370000000,1,59.97,6,426.0,1747,10,82.56,270,3.0,1.0,0,1,1,0,0,1,0,0
54000000,0,41.0,2,252.0,246,3,57.31,12,2.0,1.0,0,1,0,0,1,0,1,0
230000000,0,84.9902,7,4697.0,3462,49,111.19,1534,3.0,2.0,0,1,0,0,1,0,0,1
162750000,0,84.91,14,830.0,1741,16,101.13,630,3.0,2.0,0,1,0,0,1,0,0,1
82000000,0,37.62,12,104.0,400,3,52.32,225,2.0,1.0,0,1,0,0,1,1,0,0
318000000,1,84.63,2,448.0,825,5,102.87,336,3.0,2.0,0,1,0,0,1,0,0,1
69500000,0,49.73,3,481.0,799,6,71.13,215,2.0,1.0,1,0,0,1,0,1,0,0
369000000,1,59.58,10,1351.0,1300,12,80.63,350,3.0,1.0,0,1,0,0,1,0,0,1
387000000,1,84.99,1,1033.0,990,11,103.29,990,3.0,2.0,1,0,0,1,0,0,0,1
535000000,0,174.107,46,5755.0,3000,15,231.27,389,4.0,2.0,0,1,0,0,1,0,0,1
75000000,0,59.959,10,193.0,261,1,79.33,2,3.0,1.0,0,1,0,0,1,0,0,1
425000000,1,84.89,14,1630.0,1613,16,108.76,400,3.0,2.0,0,1,0,0,1,0,0,1
225000000,0,59.34,19,946.0,648,1,80.92,273,3.0,1.0,0,1,0,0,1,0,0,1
335000000,1,84.9661,7,241.0,212,4,109.25,116,3.0,2.0,0,1,0,0,1,0,0,1
460000000,1,84.97,18,625.0,537,8,109.87,537,3.0,2.0,1,0,0,1,0,0,0,1
247000000,0,84.986,9,208.0,200,2,106.53,90,3.0,2.0,1,0,0,1,0,0,0,1
286000000,1,84.94,3,3481.0,2678,25,102.02,164,3.0,2.0,0,1,0,0,1,0,0,1
250000000,0,84.9864,11,1846.0,1638,16,112.39,240,3.0,2.0,0,1,0,0,1,0,0,1
1100000000,1,76.67,13,410.0,408,2,99.73,72,3.0,1.0,1,0,0,1,0,1,0,0
273000000,1,49.94,1,600.0,1944,16,70.35,486,2.0,1.0,1,0,0,1,0,1,0,0
600000000,1,59.82,16,2085.0,1592,15,82.65,300,2.0,1.0,0,1,1,0,0,1,0,0
405000000,1,84.8382,2,149.0,129,3,103.44,97,3.0,2.0,0,1,0,0,1,0,0,1
140000000,0,84.21,14,136.0,217,2,101.43,114,3.0,2.0,0,1,0,0,1,0,0,1
340000000,1,53.46,5,78.0,156,1,58.06,132,2.0,1.0,1,0,0,1,0,1,0,0
323000000,1,111.55,2,323.0,345,3,145.2,67,4.0,2.0,0,1,0,0,1,0,0,1
515000000,1,84.9958,6,2697.0,1653,29,105.25,615,3.0,2.0,0,1,0,0,1,0,0,1
324000000,1,59.4,15,401.0,388,5,82.28,88,3.0,1.0,0,1,0,0,1,0,0,1
290000000,1,72.63,14,626.0,626,4,89.6,40,3.0,1.0,0,1,0,0,1,0,0,1
247500000,0,112.4493,13,950.0,560,7,144.03,40,3.0,2.0,0,1,0,0,1,0,0,1
160000000,1,43.35,6,4753.0,3169,30,62.63,468,1.0,1.0,0,1,0,0,1,1,0,0
337590000,0,128.6563,1,785.0,499,9,155.69,118,4.0,2.0,0,1,0,0,1,0,0,1
397000000,1,59.97,16,329.0,348,4,80.55,128,3.0,1.0,0,1,0,0,1,0,0,1
400000000,1,114.57,11,234.0,270,2,139.02,30,4.0,2.0,0,1,0,0,1,0,0,1
117000000,0,59.94,19,643.0,632,9,74.14,284,3.0,1.0,1,0,0,1,0,0,0,1
479000000,1,84.99,9,279.0,279,5,105.9,279,3.0,2.0,1,0,0,1,0,0,0,1
181500000,0,84.99799999999998,1,869.0,671,12,109.69,352,3.0,2.0,0,1,0,0,1,0,0,1
152000000,1,84.69,4,373.0,658,8,103.27,168,3.0,2.0,0,1,0,0,1,0,0,1
465000000,0,84.98,15,1009.0,564,4,113.1,54,3.0,2.0,0,1,0,0,1,0,0,1
270000000,1,59.91,5,112.0,112,1,86.89,48,3.0,1.0,0,1,0,0,1,1,0,0
451000000,1,84.9351,15,231.0,208,4,108.91,15,3.0,2.0,0,1,0,0,1,0,0,1
275000000,0,84.7737,14,1858.0,1828,17,106.64,521,3.0,2.0,0,1,0,0,1,0,0,1
843000000,1,84.43,3,5000.0,4424,28,115.54,11,4.0,2.0,1,0,0,1,0,1,0,0
440000000,1,59.82,4,918.0,901,7,83.79,255,2.0,1.0,0,1,1,0,0,1,0,0
298000000,1,84.94,11,130.0,146,3,98.59,131,3.0,2.0,0,1,0,0,1,0,0,1
380000000,1,79.8,4,515.0,644,9,104.56,336,3.0,1.0,0,1,0,0,1,1,0,0
155000000,1,45.44,3,681.0,1362,10,63.52,112,2.0,1.0,0,1,0,0,1,1,0,0
182500000,0,84.9706,13,2023.0,1330,14,106.92,360,3.0,2.0,0,1,0,0,1,0,0,1
500000000,1,59.96,1,898.0,718,11,81.27,80,2.0,1.0,0,1,0,0,1,0,0,1
47500000,0,47.14,2,240.0,356,11,53.32,100,2.0,1.0,0,1,0,0,1,0,0,1
390000000,1,84.85,10,298.0,157,3,110.67,3,3.0,2.0,0,1,0,0,1,0,0,1
255000000,0,84.961,2,573.0,508,11,110.46,231,3.0,2.0,0,1,0,0,1,0,0,1
317000000,0,125.12,20,399.0,266,3,164.74,99,4.0,2.0,0,1,0,0,1,0,0,1
200000000,0,84.99799999999998,13,869.0,671,12,109.69,352,3.0,2.0,0,1,0,0,1,0,0,1
350000000,1,84.87,15,1252.0,1668,18,105.99,1180,3.0,2.0,1,0,0,1,0,0,0,1
243000000,1,47.88,1,448.0,299,2,62.96,90,2.0,1.0,1,0,0,1,0,1,0,0
290000000,1,59.99,4,1306.0,1125,15,78.45,452,3.0,1.0,0,1,0,0,1,0,0,1
190000000,1,39.6,7,297.0,1005,6,57.46,405,2.0,1.0,1,0,0,1,0,1,0,0
140000000,0,59.997,22,2716.0,2302,24,80.84,536,3.0,1.0,0,1,0,0,1,0,0,1
220000000,0,84.96,6,239.0,232,3,106.8,4,3.0,2.0,0,1,0,0,1,0,0,1
413280000,0,179.97,10,857.0,375,14,218.21,70,3.0,2.0,1,0,0,1,0,0,0,1
465000000,1,84.53,10,1105.0,987,13,110.62,96,3.0,2.0,1,0,0,1,0,0,0,1
305000000,0,84.999,2,1314.0,1249,16,106.15,383,3.0,2.0,1,0,0,1,0,0,0,1
1230000000,1,82.5,9,864.0,432,4,108.88,422,3.0,1.0,1,0,0,1,0,1,0,0
700000000,1,114.98,4,650.0,561,15,138.64,86,4.0,2.0,0,1,0,0,1,0,0,1
167000000,0,84.7504,21,712.0,705,7,107.51,409,3.0,2.0,0,1,0,0,1,0,0,1
262500000,1,46.75,5,1530.0,765,9,60.24,141,2.0,1.0,0,1,1,0,0,1,0,0
310000000,1,41.3,15,550.0,1430,14,59.5,300,2.0,1.0,0,1,1,0,0,1,0,0
250000000,1,59.96,12,305.0,610,6,79.55,90,3.0,1.0,0,1,0,0,1,0,0,1
138000000,0,84.83,15,225.0,299,1,119.01,1,3.0,2.0,0,1,0,0,1,1,0,0
204000000,1,51.03,8,407.0,930,8,66.1,390,3.0,1.0,1,0,0,1,0,1,0,0
485000000,1,84.88,2,977.0,596,12,110.62,262,3.0,2.0,0,1,0,0,1,0,0,1
194000000,1,44.52,3,2328.0,2328,18,59.2,540,2.0,1.0,1,0,0,1,0,1,0,0
223000000,0,59.4,10,1440.0,1780,16,80.71,857,3.0,1.0,0,1,0,0,1,0,0,1
597000000,1,84.92,11,516.0,537,3,112.39,349,3.0,2.0,0,1,0,0,1,0,0,1
745000000,1,84.99,21,2657.0,2652,32,111.47,486,3.0,2.0,0,1,0,0,1,0,0,1
1200000000,1,84.87,5,1029.0,888,19,102.79,232,3.0,2.0,0,1,0,0,1,0,0,1
269000000,0,134.12,7,1367.0,1408,10,159.9,120,4.0,2.0,0,1,0,0,1,0,0,1
130000000,1,54.7,6,902.0,919,7,74.75,156,2.0,1.0,0,1,0,0,1,1,0,0
92000000,0,59.76,16,1789.0,1669,10,80.01,675,3.0,1.0,0,1,1,0,0,1,0,0
410000000,1,59.63,3,1344.0,1106,16,83.95,215,3.0,2.0,0,1,0,0,1,0,0,1
176000000,1,39.78,3,379.0,1192,8,55.88,183,2.0,1.0,0,1,1,0,0,1,0,0
330000000,1,84.71,10,4804.0,3830,54,111.12,292,3.0,2.0,0,1,0,0,1,0,0,1
387000000,1,84.96,4,1459.0,1371,13,110.12,19,3.0,2.0,0,1,0,0,1,0,0,1
179000000,1,49.77,2,424.0,626,9,69.75,154,2.0,1.0,1,0,0,1,0,1,0,0
710000000,1,71.2,2,2100.0,2100,21,92.59,532,3.0,1.0,1,0,0,1,0,1,0,0
971000000,1,84.9,11,9766.0,6864,66,109.62,1978,3.0,2.0,1,0,0,1,0,0,0,1
234500000,1,59.4,1,203.0,290,4,79.78,290,2.0,1.0,0,1,0,0,1,1,0,0
800000000,1,59.25,12,1920.0,1511,18,79.61,554,3.0,2.0,0,1,0,0,1,0,0,1
600000000,1,61.19,10,912.0,940,6,85.39,190,3.0,1.0,1,0,0,1,0,1,0,0
255000000,0,109.5492,33,1213.0,840,6,143.89,72,3.0,2.0,0,1,0,0,1,0,0,1
375000000,0,84.9474,2,333.0,299,3,110.68,77,3.0,2.0,0,1,0,0,1,0,0,1
225000000,0,59.87,13,812.0,738,8,78.15,156,3.0,1.0,0,1,0,0,1,0,0,1
110000000,0,59.959,3,193.0,261,1,79.33,219,3.0,1.0,0,1,0,0,1,0,0,1
500000000,0,84.6389,27,1405.0,998,6,115.1,336,3.0,2.0,0,1,0,0,1,0,0,1
415000000,1,39.53,3,1753.0,1753,11,56.4,640,2.0,1.0,1,0,0,1,0,1,0,0
915000000,1,99.26,2,1625.0,2280,33,115.7,696,3.0,1.0,1,0,0,1,0,1,0,0
600000000,1,104.62,11,488.0,241,4,127.69,20,3.0,2.0,0,1,0,0,1,0,0,1
205000000,1,36.66,22,340.0,461,1,48.96,154,1.0,1.0,0,1,0,0,1,1,0,0
270000000,1,58.14,1,330.0,330,3,79.12,330,3.0,1.0,1,0,0,1,0,1,0,0
245000000,1,58.59,12,323.0,345,3,76.27,204,2.0,1.0,0,1,0,0,1,0,0,1
493120000,1,101.83,1,513.0,330,13,128.78,136,3.0,2.0,1,0,0,1,0,0,0,1
147500000,0,50.85,4,150.0,149,4,64.03,18,2.0,1.0,0,1,0,0,1,0,1,0
1590000000,1,135.82,6,4113.0,2678,35,166.86,308,4.0,2.0,1,0,0,1,0,0,0,1
519000000,1,59.96,18,2300.0,1981,18,81.41,204,2.0,1.0,1,0,0,1,0,1,0,0
230000000,1,59.97,10,228.0,189,6,83.16,24,3.0,2.0,0,1,0,0,1,0,0,1
570000000,1,84.69,21,1974.0,1458,15,108.31,544,3.0,2.0,0,1,0,0,1,0,0,1
278000000,1,89.46,13,1000.0,1000,13,106.59,712,3.0,2.0,1,0,0,1,0,0,0,1
218000000,1,58.01,15,600.0,1944,16,80.26,264,2.0,1.0,1,0,0,1,0,1,0,0
86000000,1,39.7,1,781.0,1391,10,54.56,296,1.0,1.0,1,0,0,1,0,1,0,0
530000000,1,84.92,3,1400.0,776,14,111.39,172,3.0,2.0,0,1,0,0,1,0,0,1
200000000,1,49.77,15,275.0,458,4,68.5,235,2.0,1.0,1,0,0,1,0,1,0,0
330000000,1,59.96,1,2615.0,2123,21,86.96,748,3.0,1.0,0,1,0,0,1,1,0,0
230000000,1,76.405,3,282.0,414,3,97.59,100,3.0,1.0,0,1,0,0,1,0,0,1
357000000,1,39.53,1,325.0,1162,8,61.27,268,3.0,1.0,1,0,0,1,0,1,0,0
293500000,0,85.0,6,619.0,362,3,108.11,266,3.0,2.0,0,1,0,0,1,0,0,1
43500000,0,41.85,12,551.0,1484,14,57.11,836,2.0,1.0,0,1,0,0,1,1,0,0
216000000,0,84.939,10,439.0,486,7,107.27,317,3.0,2.0,0,1,0,0,1,0,0,1
428000000,1,59.78,22,799.0,669,9,78.82,92,3.0,2.0,0,1,0,0,1,0,0,1
410000000,1,39.53,11,700.0,822,6,56.5,322,3.0,1.0,1,0,0,1,0,1,0,0
435000000,0,102.52,25,2381.0,1391,14,133.32,336,3.0,2.0,0,1,0,0,1,0,0,1
71000000,0,47.14,5,240.0,356,11,53.32,100,2.0,1.0,0,1,0,0,1,0,0,1
340000000,1,59.817,1,677.0,603,11,85.43,213,3.0,2.0,0,1,0,0,1,0,0,1
945000000,1,114.78,18,790.0,774,10,139.68,254,4.0,2.0,0,1,1,0,0,0,0,1
73000000,1,44.52,14,1402.0,2002,16,59.2,540,2.0,1.0,0,1,0,0,1,1,0,0
