,model_id,ntrees,max_depth,min_rows,min_sum_hessian_in_leaf,sample_rate,col_sample_rate,col_sample_rate_per_tree,booster,reg_lambda,reg_alpha
32,XGBoost_grid_1_AutoML_20190425_040839_model_5,115,15,5.0,100.0,0.6,0.8,0.9,gbtree,0.01,0.5
33,XGBoost_grid_1_AutoML_20190425_040839_model_6,88,20,0.1,100.0,0.6,0.6,0.9,dart,0.001,0.1
34,XGBoost_grid_1_AutoML_20190425_040839_model_7,100,10,3.0,100.0,1.0,0.8,0.8,dart,0.001,0.001
35,XGBoost_grid_1_AutoML_20190425_040839_model_8,38,10,0.1,100.0,0.8,0.6,0.7,dart,0.1,0.5
36,XGBoost_grid_1_AutoML_20190425_044008_model_1,140,10,10.0,100.0,0.8,0.6,0.8,gbtree,1.0,1.0
37,XGBoost_grid_1_AutoML_20190425_044008_model_2,97,15,10.0,100.0,0.8,1.0,0.7,dart,100.0,1.0
38,XGBoost_grid_1_AutoML_20190425_044008_model_3,301,15,5.0,100.0,1.0,0.8,0.9,gbtree,100.0,0.001
39,XGBoost_grid_1_AutoML_20190425_044008_model_4,180,20,0.01,100.0,0.6,0.6,1.0,gbtree,10.0,0.5
40,XGBoost_grid_1_AutoML_20190425_044008_model_5,93,20,5.0,100.0,1.0,1.0,0.7,dart,0.01,0.001
41,XGBoost_grid_1_AutoML_20190425_044008_model_6,125,10,20.0,100.0,0.6,0.6,0.7,gbtree,0.1,0.01
42,XGBoost_grid_1_AutoML_20190425_044008_model_7,77,5,5.0,100.0,0.6,0.6,1.0,gbtree,100.0,0.1
43,XGBoost_grid_1_AutoML_20190425_044008_model_8,2,5,5.0,100.0,0.6,0.6,0.7,gbtree,0.01,0.001
44,XGBoost_grid_1_AutoML_20190425_050348_model_1,101,15,0.01,100.0,0.8,0.8,0.8,gbtree,0.001,1.0
45,XGBoost_grid_1_AutoML_20190425_050348_model_10,105,15,3.0,100.0,0.6,0.8,1.0,gbtree,0.001,1.0
46,XGBoost_grid_1_AutoML_20190425_050348_model_11,342,5,0.01,100.0,0.6,0.6,0.7,gbtree,100.0,1.0
47,XGBoost_grid_1_AutoML_20190425_050348_model_12,110,20,20.0,100.0,0.8,1.0,0.7,dart,0.1,0.001
48,XGBoost_grid_1_AutoML_20190425_050348_model_13,230,5,3.0,100.0,0.8,0.8,0.8,gbtree,10.0,0.001
49,XGBoost_grid_1_AutoML_20190425_050348_model_14,96,15,0.1,100.0,1.0,1.0,0.7,dart,10.0,1.0
50,XGBoost_grid_1_AutoML_20190425_050348_model_15,69,20,0.1,100.0,1.0,0.8,0.9,dart,0.01,1.0
51,XGBoost_grid_1_AutoML_20190425_050348_model_2,257,5,5.0,100.0,1.0,1.0,0.9,gbtree,0.1,0.01
52,XGBoost_grid_1_AutoML_20190425_050348_model_3,98,20,0.1,100.0,0.6,0.6,1.0,gbtree,0.01,0.5
53,XGBoost_grid_1_AutoML_20190425_050348_model_4,89,15,0.1,100.0,0.8,0.8,0.8,dart,0.001,1.0
54,XGBoost_grid_1_AutoML_20190425_050348_model_5,100,20,3.0,100.0,0.8,1.0,0.8,gbtree,0.1,0.5
55,XGBoost_grid_1_AutoML_20190425_050348_model_6,246,5,1.0,100.0,1.0,0.8,1.0,gbtree,0.1,1.0
56,XGBoost_grid_1_AutoML_20190425_050348_model_7,145,20,20.0,100.0,0.6,0.8,1.0,gbtree,0.1,0.01
57,XGBoost_grid_1_AutoML_20190425_050348_model_8,180,10,20.0,100.0,0.6,0.6,0.8,gbtree,0.1,0.001
58,XGBoost_grid_1_AutoML_20190425_050348_model_9,187,5,5.0,100.0,0.6,1.0,1.0,gbtree,1.0,0.5
59,XGBoost_grid_1_AutoML_20190425_054218_model_1,123,20,15.0,100.0,0.8,0.6,0.8,dart,1.0,0.001
60,XGBoost_grid_1_AutoML_20190425_054218_model_10,100,15,0.1,100.0,0.8,0.6,1.0,gbtree,0.001,1.0
61,XGBoost_grid_1_AutoML_20190425_054218_model_11,75,5,5.0,100.0,0.6,0.6,1.0,dart,100.0,0.1
62,XGBoost_grid_1_AutoML_20190425_054218_model_12,123,10,3.0,100.0,0.6,1.0,0.8,gbtree,0.1,0.01
63,XGBoost_grid_1_AutoML_20190425_054218_model_13,98,10,0.1,100.0,1.0,0.8,0.9,gbtree,0.01,1.0
64,XGBoost_grid_1_AutoML_20190425_054218_model_14,26,10,20.0,100.0,0.8,0.6,0.7,gbtree,0.01,1.0
65,XGBoost_grid_1_AutoML_20190425_054218_model_2,79,5,0.01,100.0,1.0,0.8,1.0,dart,100.0,0.001
66,XGBoost_grid_1_AutoML_20190425_054218_model_3,84,5,3.0,100.0,0.8,1.0,0.8,dart,0.1,0.01
67,XGBoost_grid_1_AutoML_20190425_054218_model_4,233,5,0.1,100.0,0.6,0.8,1.0,gbtree,1.0,0.5
68,XGBoost_grid_1_AutoML_20190425_054218_model_5,317,10,0.1,100.0,1.0,1.0,0.7,gbtree,100.0,1.0
69,XGBoost_grid_1_AutoML_20190425_054218_model_6,153,20,3.0,100.0,1.0,0.8,0.9,gbtree,10.0,1.0
70,XGBoost_grid_1_AutoML_20190425_054218_model_7,134,10,0.1,100.0,0.6,0.6,1.0,gbtree,0.001,1.0
71,XGBoost_grid_1_AutoML_20190425_054218_model_8,100,15,0.1,100.0,0.8,0.8,0.9,gbtree,0.001,1.0
72,XGBoost_grid_1_AutoML_20190425_054218_model_9,231,5,0.01,100.0,1.0,0.8,0.9,gbtree,0.1,0.001
